id,age,edu,edu_num,male,use_int_s,pri_con_m_b,inf_sha_att_m_b,inf_sha_beh_m_b,tim_int_m,tim_int_wor_m,tim_int_wee_m,t1_pri_con_01,t1_pri_con_02,t1_pri_con_03,t1_pri_con_04,t1_pri_con_05,t1_pri_con_06,t1_pri_con_07,t1_pri_con_08,t1_pri_con_09,t1_inf_sha_beh_01,t1_inf_sha_beh_02,t1_inf_sha_beh_03,t1_inf_sha_beh_04,t1_inf_sha_beh_05,t1_inf_sha_beh_06,t1_inf_sha_beh_07,t1_inf_sha_beh_08,t1_inf_sha_beh_09,t1_inf_sha_beh_10,t1_inf_sha_beh_11,t1_inf_sha_att_01,t1_inf_sha_att_02,t1_inf_sha_att_03,t1_inf_sha_att_04,t1_inf_sha_att_05,t1_inf_sha_att_06,t1_inf_sha_att_07,t1_inf_sha_att_08,t1_inf_sha_att_09,t1_inf_sha_att_10,t1_inf_sha_att_11,t1_tim_int_01,t1_tim_int_02,t1_tim_int_03,t1_tim_int_04,t1_tim_int_05,t1_na_per,t1_na_per_inf_sha_beh,t1_tim_int_wor,t1_tim_int_wee,t1_use_int,t1_tim_int,t1_pri_con_m,t1_inf_sha_att_m,t1_inf_sha_beh_m,t2_pri_con_01,t2_pri_con_02,t2_pri_con_03,t2_pri_con_04,t2_pri_con_05,t2_pri_con_06,t2_pri_con_07,t2_pri_con_08,t2_pri_con_09,t2_inf_sha_beh_01,t2_inf_sha_beh_02,t2_inf_sha_beh_03,t2_inf_sha_beh_04,t2_inf_sha_beh_05,t2_inf_sha_beh_06,t2_inf_sha_beh_07,t2_inf_sha_beh_08,t2_inf_sha_beh_09,t2_inf_sha_beh_10,t2_inf_sha_beh_11,t2_inf_sha_att_01,t2_inf_sha_att_02,t2_inf_sha_att_03,t2_inf_sha_att_04,t2_inf_sha_att_05,t2_inf_sha_att_06,t2_inf_sha_att_07,t2_inf_sha_att_08,t2_inf_sha_att_09,t2_inf_sha_att_10,t2_inf_sha_att_11,t2_tim_int_01,t2_tim_int_02,t2_tim_int_03,t2_tim_int_04,t2_tim_int_05,t2_na_per,t2_na_per_inf_sha_beh,t2_tim_int_wor,t2_tim_int_wee,t2_use_int,t2_tim_int,t2_pri_con_m,t2_inf_sha_att_m,t2_inf_sha_beh_m,t3_pri_con_01,t3_pri_con_02,t3_pri_con_03,t3_pri_con_04,t3_pri_con_05,t3_pri_con_06,t3_pri_con_07,t3_pri_con_08,t3_pri_con_09,t3_inf_sha_beh_01,t3_inf_sha_beh_02,t3_inf_sha_beh_03,t3_inf_sha_beh_04,t3_inf_sha_beh_05,t3_inf_sha_beh_06,t3_inf_sha_beh_07,t3_inf_sha_beh_08,t3_inf_sha_beh_09,t3_inf_sha_beh_10,t3_inf_sha_beh_11,t3_inf_sha_att_01,t3_inf_sha_att_02,t3_inf_sha_att_03,t3_inf_sha_att_04,t3_inf_sha_att_05,t3_inf_sha_att_06,t3_inf_sha_att_07,t3_inf_sha_att_08,t3_inf_sha_att_09,t3_inf_sha_att_10,t3_inf_sha_att_11,t3_tim_int_01,t3_tim_int_02,t3_tim_int_03,t3_tim_int_04,t3_tim_int_05,t3_na_per,t3_na_per_inf_sha_beh,t3_tim_int_wor,t3_tim_int_wee,t3_use_int,t3_tim_int,t3_pri_con_m,t3_inf_sha_att_m,t3_inf_sha_beh_m,t4_pri_con_01,t4_pri_con_02,t4_pri_con_03,t4_pri_con_04,t4_pri_con_05,t4_pri_con_06,t4_pri_con_07,t4_pri_con_08,t4_pri_con_09,t4_inf_sha_beh_01,t4_inf_sha_beh_02,t4_inf_sha_beh_03,t4_inf_sha_beh_04,t4_inf_sha_beh_05,t4_inf_sha_beh_06,t4_inf_sha_beh_07,t4_inf_sha_beh_08,t4_inf_sha_beh_09,t4_inf_sha_beh_10,t4_inf_sha_beh_11,t4_inf_sha_att_01,t4_inf_sha_att_02,t4_inf_sha_att_03,t4_inf_sha_att_04,t4_inf_sha_att_05,t4_inf_sha_att_06,t4_inf_sha_att_07,t4_inf_sha_att_08,t4_inf_sha_att_09,t4_inf_sha_att_10,t4_inf_sha_att_11,t4_tim_int_01,t4_tim_int_02,t4_tim_int_03,t4_tim_int_04,t4_tim_int_05,t4_na_per,t4_na_per_inf_sha_beh,t4_tim_int_wor,t4_tim_int_wee,t4_use_int,t4_tim_int,t4_pri_con_m,t4_inf_sha_att_m,t4_inf_sha_beh_m,t5_pri_con_01,t5_pri_con_02,t5_pri_con_03,t5_pri_con_04,t5_pri_con_05,t5_pri_con_06,t5_pri_con_07,t5_pri_con_08,t5_pri_con_09,t5_inf_sha_beh_01,t5_inf_sha_beh_02,t5_inf_sha_beh_03,t5_inf_sha_beh_04,t5_inf_sha_beh_05,t5_inf_sha_beh_06,t5_inf_sha_beh_07,t5_inf_sha_beh_08,t5_inf_sha_beh_09,t5_inf_sha_beh_10,t5_inf_sha_beh_11,t5_inf_sha_att_01,t5_inf_sha_att_02,t5_inf_sha_att_03,t5_inf_sha_att_04,t5_inf_sha_att_05,t5_inf_sha_att_06,t5_inf_sha_att_07,t5_inf_sha_att_08,t5_inf_sha_att_09,t5_inf_sha_att_10,t5_inf_sha_att_11,t5_tim_int_01,t5_tim_int_02,t5_tim_int_03,t5_tim_int_04,t5_tim_int_05,t5_na_per,t5_na_per_inf_sha_beh,t5_tim_int_wor,t5_tim_int_wee,t5_use_int,t5_tim_int,t5_pri_con_m,t5_inf_sha_att_m,t5_inf_sha_beh_m
201065,48,NA,NA,2,5,3,2.4,2.4,168.85714285714286,174,156,3,3,4,4,4,3,4,3,5,2,1,3,3,3,3,3,2,1,2,1,3,2,3,3,3,3,3,3,2,3,3,3,30,3,0,0,0,0,210,180,1,201.42857142857142,3.6666666666666665,2.8181818181818183,2.1818181818181817,3,4,4,4,4,3,3,3,4,2,1,3,3,3,3,3,2,1,2,2,2,2,3,3,3,3,4,3,3,3,3,3,0,1,30,NA,0.02631578947368421,0,180,90,1,154.28571428571428,3.5555555555555554,2.909090909090909,2.272727272727273,3,4,4,4,3,4,4,3,5,2,1,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,30,2,30,NA,0.02631578947368421,0,150,150,1,150,3.7777777777777777,3,2.1818181818181817,3,4,4,3,3,3,3,3,4,2,2,3,3,3,2,3,2,2,2,2,1,2,4,4,3,3,3,3,2,3,3,2,30,3,0,NA,0.02631578947368421,0,150,180,1,158.57142857142858,3.3333333333333335,2.8181818181818183,2.3636363636363638,3,4,3,3,4,3,2,2,4,4,5,4,4,4,4,4,4,5,5,5,3,3,4,4,3,3,4,3,3,2,2,3,0,3,0,NA,0.02631578947368421,0,180,180,1,180,3.111111111111111,3.090909090909091,4.363636363636363
201086,48,Realschule,3,2,5,2.6,1,1.8,298.92857142857144,360,108.75,3,4,3,3,4,3,2,2,4,1,1,2,2,2,2,2,2,1,1,1,1,2,3,3,3,3,3,3,1,1,1,1,0,0,15,0,0,0,60,15,1,47.142857142857146,3.111111111111111,2.1818181818181817,1.5454545454545454,3,4,4,5,5,4,3,3,3,1,1,2,2,2,2,2,1,1,1,1,1,3,1,1,1,1,2,1,1,2,2,8,0,4,0,NA,0.02631578947368421,0,480,240,1,411.42857142857144,3.7777777777777777,1.4545454545454546,1.4545454545454546,3,4,3,4,5,4,4,3,4,1,1,2,2,2,2,2,2,1,1,1,1,2,3,3,3,3,3,3,1,1,1,5,0,NA,10,NA,0.05263157894736842,0,300,NA,1,NA,3.7777777777777777,2.1818181818181817,1.5454545454545454,2,4,3,3,2,3,3,3,4,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,0,0,0,NA,0.02631578947368421,0,480,0,1,342.85714285714283,3,1,1.2727272727272727,2,4,4,4,5,4,4,3,4,5,5,4,4,4,4,4,4,5,5,5,1,1,2,1,1,1,2,1,1,1,1,8,0,3,0,NA,0.02631578947368421,0,480,180,1,394.2857142857143,3.7777777777777777,1.1818181818181819,4.454545454545454
203392,48,Realschule,3,1,5,3.6,3.4,2.8,187.71428571428572,198,162,4,5,5,5,5,5,3,5,5,4,3,2,2,2,2,5,1,1,1,1,5,5,2,2,2,2,4,1,1,1,1,1,0,3,0,0,0,0,60,180,1,94.28571428571429,4.666666666666667,2.3636363636363638,2.1818181818181817,4,5,5,5,5,3,4,4,4,1,1,2,1,1,1,3,1,1,3,3,1,1,2,NA,1,1,2,1,1,3,3,3,30,3,0,NA,0.05263157894736842,0,210,180,1,201.42857142857142,4.333333333333333,1.6,1.6363636363636365,5,5,5,5,5,5,5,3,5,4,3,2,3,2,2,2,1,1,2,1,5,5,1,5,1,1,3,1,1,3,3,4,30,1,30,NA,0.02631578947368421,0,270,90,1,218.57142857142858,4.777777777777778,2.6363636363636362,2.090909090909091,2,5,5,5,5,2,3,3,5,4,2,4,1,2,2,4,1,1,1,1,1,4,3,3,3,3,4,1,1,2,3,3,30,4,0,NA,0.02631578947368421,0,210,240,1,218.57142857142858,3.888888888888889,2.5454545454545454,2.090909090909091,3,5,5,5,5,5,3,3,4,1,1,1,1,1,1,5,1,1,1,1,5,5,2,3,3,3,5,1,1,1,1,4,0,2,0,NA,0.02631578947368421,0,240,120,1,205.71428571428572,4.222222222222222,2.727272727272727,1.3636363636363635
203589,48,Realschule,3,2,5,4.2,3.8,2.2,153.42857142857144,150,162,5,5,3,4,5,3,3,4,5,1,1,3,3,3,3,3,2,1,1,2,2,1,1,4,1,1,4,1,1,1,1,1,30,1,30,0,0,0,90,90,1,90,4.111111111111111,1.6363636363636365,2.090909090909091,4,5,4,4,5,3,2,3,3,3,2,3,3,3,3,3,3,1,1,1,3,4,4,2,2,1,5,1,1,1,1,4,0,3,0,NA,0.02631578947368421,0,240,180,1,222.85714285714286,3.6666666666666665,2.272727272727273,2.3636363636363638,5,5,4,4,4,4,4,4,4,2,1,2,3,3,3,4,2,1,1,1,5,1,1,4,1,1,4,1,1,1,1,2,0,2,30,NA,0.02631578947368421,0,120,150,1,128.57142857142858,4.222222222222222,1.9090909090909092,2.090909090909091,3,4,3,3,4,3,3,3,3,3,1,4,2,3,3,4,1,1,2,1,4,1,3,3,4,3,5,1,1,2,1,2,30,3,30,NA,0.02631578947368421,0,150,210,1,167.14285714285714,3.2222222222222223,2.5454545454545454,2.272727272727273,4,5,5,3,3,3,2,2,3,2,5,2,5,2,4,2,5,5,5,5,5,1,2,4,4,2,4,1,2,1,1,2,30,3,0,NA,0.02631578947368421,0,150,180,1,158.57142857142858,3.3333333333333335,2.4545454545454546,3.8181818181818183
203145,48,Master/Diplom/Magister,7,1,5,4.8,2.8,3,NaN,NaN,NaN,4,4,5,5,4,4,5,4,5,1,1,3,3,2,2,3,2,1,1,1,1,3,2,2,2,2,2,3,2,2,2,1,NA,2,NA,0,0.05263157894736842,0,NA,NA,1,NA,4.444444444444445,2.090909090909091,1.8181818181818181,5,5,5,5,5,5,5,5,5,3,1,5,5,4,4,5,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,2,NA,2,NA,NA,0.07894736842105263,0,NA,NA,1,NA,5,3,3.090909090909091,5,5,5,5,5,5,5,5,5,3,1,4,4,4,4,4,2,1,2,2,1,2,3,3,3,3,3,3,3,2,3,2,NA,3,NA,NA,0.07894736842105263,0,NA,NA,1,NA,5,2.6363636363636362,2.8181818181818183,5,5,5,5,5,4,5,5,4,3,1,3,3,2,2,3,2,1,1,2,5,4,5,4,3,3,3,1,1,2,2,2,NA,3,NA,NA,0.07894736842105263,0,NA,NA,1,NA,4.777777777777778,3,2.090909090909091,5,5,4,5,4,4,4,4,5,5,5,3,3,4,4,3,3,4,4,4,4,4,4,4,3,3,3,2,2,2,3,9,NA,4,NA,NA,0.07894736842105263,0,NA,NA,1,NA,4.444444444444445,3.090909090909091,3.8181818181818183
204123,48,Master/Diplom/Magister,7,1,5,3.2,2.6,2,369.6428571428571,502.5,37.5,4,4,3,3,5,3,3,3,5,1,1,4,4,4,4,4,4,2,3,3,1,1,5,5,4,2,3,5,2,5,4,NA,10,NA,1,0,0.05263157894736842,0,NA,NA,1,NA,3.6666666666666665,3.3636363636363638,3.090909090909091,3,3,3,3,4,4,2,2,4,1,2,4,4,4,4,4,4,2,3,3,1,2,4,NA,4,2,4,NA,2,4,4,3,NA,1,NA,NA,0.13157894736842105,0,NA,NA,1,NA,3.111111111111111,3,3.1818181818181817,3,3,3,3,4,3,3,4,5,3,2,4,4,4,4,4,4,2,3,2,3,2,5,4,5,4,4,5,3,4,3,9,NA,NA,50,NA,0.07894736842105263,0,NA,NA,1,NA,3.4444444444444446,3.8181818181818183,3.272727272727273,3,4,4,3,4,3,3,2,4,4,2,4,4,4,4,4,4,2,3,2,4,3,5,5,4,4,4,5,3,4,3,8,45,0,45,NA,0.02631578947368421,0,525,45,1,387.85714285714283,3.3333333333333335,4,3.3636363636363638,3,4,4,4,3,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,5,4,4,5,2,4,4,8,0,0,30,NA,0.3157894736842105,1,480,30,1,351.42857142857144,3.111111111111111,4.090909090909091,1
201105,47,Master/Diplom/Magister,7,1,5,2.8,2.2,1.8,295.7142857142857,370,110,4,4,3,4,4,2,3,2,4,1,1,3,3,3,3,4,2,1,2,2,4,1,3,3,3,3,3,1,1,1,1,12,30,3,0,0,0,0,750,180,1,587.1428571428571,3.3333333333333335,2.1818181818181817,2.272727272727273,3,3,2,2,4,2,4,4,5,2,1,2,2,2,2,3,2,1,3,3,3,1,3,3,2,2,4,2,1,4,4,3,30,1,30,NA,0.02631578947368421,0,210,90,1,175.71428571428572,3.2222222222222223,2.6363636363636362,2.090909090909091,2,4,4,4,4,2,5,4,5,1,1,3,3,3,3,3,2,1,2,2,1,1,3,3,3,3,3,1,1,3,3,1,NA,NA,30,NA,0.07894736842105263,0,NA,NA,1,NA,3.7777777777777777,2.272727272727273,2.1818181818181817,2,2,2,2,2,2,2,2,2,4,5,3,3,3,3,4,4,1,3,2,1,1,3,3,1,1,3,1,1,3,3,2,30,1,0,NA,0.02631578947368421,0,150,60,1,124.28571428571429,2,1.9090909090909092,3.1818181818181817,3,3,2,2,2,2,4,3,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,4,2,1,3,3,NA,30,NA,30,NA,0.3684210526315789,1,NA,NA,1,NA,2.7777777777777777,2.3636363636363638,1
200299,47,Abitur,5,1,5,3.4,1.4,3,NaN,NaN,NaN,5,4,4,5,4,5,5,4,5,3,1,4,4,4,4,4,3,1,1,1,1,3,3,3,3,3,2,1,1,1,1,NA,30,NA,30,0,0.05263157894736842,0,NA,NA,1,NA,4.555555555555555,2,2.727272727272727,4,4,4,4,4,2,3,3,4,3,1,3,3,3,3,3,3,1,1,1,1,1,2,2,2,2,1,1,1,1,1,NA,45,NA,30,NA,0.07894736842105263,0,NA,NA,1,NA,3.5555555555555554,1.3636363636363635,2.272727272727273,3,4,3,4,4,3,2,2,4,4,1,4,4,4,4,3,3,1,1,1,2,2,2,2,2,2,1,1,1,1,1,NA,45,NA,45,NA,0.07894736842105263,0,NA,NA,1,NA,3.2222222222222223,1.5454545454545454,2.727272727272727,2,2,2,3,2,2,2,2,2,4,1,4,4,4,4,4,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,NA,40,NA,40,NA,0.07894736842105263,0,NA,NA,1,NA,2.111111111111111,1.1818181818181819,2.727272727272727,3,3,3,3,3,3,3,2,3,1,5,1,1,5,5,5,5,1,5,5,1,2,2,2,2,1,1,1,1,1,1,NA,45,NA,45,NA,0.07894736842105263,0,NA,NA,1,NA,2.888888888888889,1.3636363636363635,3.5454545454545454
200266,47,Abitur,5,2,5,3.2,1.2,1.8,30,52.5,30,4,3,3,3,4,2,2,3,4,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,30,NA,30,0,0.05263157894736842,0,NA,NA,1,NA,3.111111111111111,1,1.5454545454545454,3,4,3,3,4,3,3,3,4,1,1,3,3,2,2,3,2,1,1,1,1,1,3,3,1,1,3,2,1,1,1,NA,30,NA,30,NA,0.07894736842105263,0,NA,NA,1,NA,3.3333333333333335,1.6363636363636365,1.8181818181818181,3,4,4,3,5,2,2,3,4,2,1,2,2,2,2,3,2,1,1,1,2,1,3,3,3,3,4,3,1,1,1,NA,15,NA,0,NA,0.07894736842105263,0,NA,NA,1,NA,3.3333333333333335,2.272727272727273,1.7272727272727273,3,4,3,3,5,3,3,3,3,1,1,3,3,2,2,2,2,1,1,1,1,1,4,3,2,1,2,1,1,1,1,0,30,0,30,NA,0.02631578947368421,0,30,30,1,30,3.3333333333333335,1.6363636363636365,1.7272727272727273,3,5,4,4,2,2,3,3,4,4,5,4,4,4,4,4,4,5,5,5,1,1,4,4,3,3,3,3,1,1,1,1,15,NA,15,NA,0.05263157894736842,0,75,NA,1,NA,3.3333333333333335,2.272727272727273,4.363636363636363
202087,47,Promotion,8,1,5,2.8,4.2,3.2,336.42857142857144,405,165,3,3,2,3,3,4,4,3,3,3,1,3,3,3,3,3,3,2,3,3,4,2,4,4,4,4,4,2,2,3,3,4,NA,2,NA,0,0.05263157894736842,0,NA,NA,1,NA,3.111111111111111,3.272727272727273,2.727272727272727,3,3,2,2,2,2,3,4,4,4,2,3,3,3,4,4,3,2,3,3,5,4,5,5,3,3,5,4,3,3,3,6,0,2,0,NA,0.02631578947368421,0,360,120,1,291.42857142857144,2.7777777777777777,3.909090909090909,3.090909090909091,2,3,2,4,3,4,3,4,4,4,1,4,4,4,4,4,3,2,3,2,4,2,5,5,4,4,5,3,2,3,3,6,0,3,0,NA,0.02631578947368421,0,360,180,1,308.57142857142856,3.2222222222222223,3.6363636363636362,3.1818181818181817,2,3,2,4,3,2,4,4,4,4,2,3,3,3,3,4,3,3,4,3,3,2,4,4,3,3,4,4,3,4,4,10,0,4,0,NA,0.02631578947368421,0,600,240,1,497.14285714285717,3.111111111111111,3.4545454545454546,3.1818181818181817,4,4,3,4,3,2,4,5,4,1,1,1,1,1,1,1,1,1,1,1,5,4,5,4,4,3,5,3,3,3,3,5,0,2,0,NA,0.3157894736842105,1,300,120,1,248.57142857142858,3.6666666666666665,3.8181818181818183,1
200461,47,Berufausbildung,4,2,5,3,1,1.8,149.14285714285714,132,192,2,2,4,1,4,2,2,3,3,1,1,2,2,2,2,4,4,2,2,2,1,1,3,3,3,3,3,3,3,3,3,2,0,4,0,0,0,0,120,240,1,154.28571428571428,2.5555555555555554,2.6363636363636362,2.1818181818181817,3,4,5,3,1,3,3,3,4,1,1,3,3,3,3,4,3,2,2,2,1,1,3,3,2,2,3,3,2,3,3,1,30,2,0,NA,0.02631578947368421,0,90,120,1,98.57142857142857,3.2222222222222223,2.3636363636363638,2.4545454545454546,3,4,5,4,4,2,2,4,4,1,1,3,3,3,3,3,3,2,2,2,1,2,3,3,3,3,3,3,3,3,3,2,30,3,30,NA,0.02631578947368421,0,150,210,1,167.14285714285714,3.5555555555555554,2.727272727272727,2.3636363636363638,4,4,4,4,4,4,4,4,4,1,1,3,3,3,3,3,3,2,1,1,1,1,3,3,3,3,3,3,2,2,2,1,30,2,30,NA,0.02631578947368421,0,90,150,1,107.14285714285714,4,2.3636363636363638,2.1818181818181817,3,4,4,4,4,3,3,4,4,5,5,2,2,2,2,2,2,4,4,4,1,1,4,4,4,4,4,4,3,3,3,3,30,4,0,NA,0.02631578947368421,0,210,240,1,218.57142857142858,3.6666666666666665,3.1818181818181817,3.090909090909091
202904,47,Master/Diplom/Magister,7,1,5,4.2,3.6,2.6,127.5,114,127.5,4,3,4,4,4,4,4,4,5,4,2,2,2,2,2,3,2,1,2,2,1,3,2,4,3,1,3,1,1,2,2,1,0,1,30,0,0,0,60,90,1,68.57142857142857,4,2.090909090909091,2.1818181818181817,5,5,4,5,4,4,4,4,5,3,1,3,3,2,2,2,1,1,1,1,4,3,3,3,1,1,4,1,1,1,1,2,0,2,30,NA,0.02631578947368421,0,120,150,1,128.57142857142858,4.444444444444445,2.090909090909091,1.8181818181818181,5,4,2,5,5,4,4,5,5,4,2,2,2,2,2,3,NA,1,3,3,5,3,3,3,3,3,3,3,2,2,3,1,30,2,30,NA,0.05263157894736842,0.09090909090909091,90,150,1,107.14285714285714,4.333333333333333,3,2.4,3,5,4,4,5,4,3,4,5,1,1,2,2,2,2,2,1,1,2,2,4,2,3,3,2,2,2,1,1,2,2,4,0,2,0,NA,0.02631578947368421,0,240,120,1,205.71428571428572,4.111111111111111,2.1818181818181817,1.6363636363636365,4,5,4,5,5,4,4,4,5,1,5,2,2,3,3,3,3,5,4,4,4,3,3,3,2,2,4,2,1,3,3,0,60,NA,30,NA,0.05263157894736842,0,60,NA,1,NA,4.444444444444445,2.727272727272727,3.1818181818181817
202020,47,Realschule,3,2,5,2.2,2.4,2.2,130,110,85,2,4,4,3,3,2,3,2,4,3,1,3,3,3,3,3,3,1,1,1,2,2,4,4,3,2,3,3,2,1,1,NA,30,1,30,0,0.02631578947368421,0,NA,90,1,NA,3,2.4545454545454546,2.272727272727273,2,4,3,3,2,2,3,2,3,2,1,3,3,3,3,3,3,1,1,1,2,4,4,2,2,2,3,2,1,3,3,2,30,1,20,NA,0.02631578947368421,0,150,80,1,130,2.6666666666666665,2.5454545454545454,2.1818181818181817,2,4,3,2,3,3,2,2,4,1,1,3,3,3,3,3,3,1,1,1,1,3,3,2,2,2,3,2,1,2,2,NA,30,1,NA,NA,0.07894736842105263,0,NA,NA,1,NA,2.7777777777777777,2.090909090909091,2.090909090909091,2,3,3,3,2,3,2,3,2,2,1,2,2,2,2,2,2,1,1,1,4,2,2,2,2,2,2,2,1,1,1,1,10,NA,30,NA,0.05263157894736842,0,70,NA,1,NA,2.5555555555555554,1.9090909090909092,1.6363636363636365,3,3,3,3,3,3,2,2,3,3,5,3,3,3,3,3,4,5,4,5,3,3,4,3,3,3,3,2,1,1,1,NA,45,1,NA,NA,0.07894736842105263,0,NA,NA,1,NA,2.7777777777777777,2.4545454545454546,3.727272727272727
201955,47,Abitur,5,1,5,3.75,3.6,2.8,112.5,127.5,75,4,4,4,4,5,3,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,5,3,3,1,1,1,NA,4,NA,0,0.3421052631578947,1,NA,NA,1,NA,4.333333333333333,2.727272727272727,1,4,4,5,4,5,3,4,5,5,2,1,2,2,2,2,3,1,2,3,3,4,4,1,1,1,1,3,1,1,1,1,2,NA,3,NA,NA,0.07894736842105263,0,NA,NA,1,NA,4.333333333333333,1.7272727272727273,2.090909090909091,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,3,2,3,2,2,4,4,1,1,1,1,1,1,1,1,1,1,NA,2,NA,NA,0.07894736842105263,0,NA,NA,1,NA,4,1.5454545454545454,2.4545454545454546,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,2,2,2,3,3,2,3,3,5,5,3,1,1,1,1,1,3,3,3,2,0,1,30,NA,0.2631578947368421,0,120,90,1,111.42857142857143,NaN,2.4545454545454546,2.6363636363636362,3,3,4,4,5,5,4,5,5,3,2,3,3,3,3,3,3,1,3,3,4,4,2,2,2,2,2,2,2,2,2,2,15,1,0,NA,0.02631578947368421,0,135,60,1,113.57142857142857,4.222222222222222,2.3636363636363638,2.727272727272727
201233,47,NA,NA,1,5,4,1.4,1.8,NaN,90,NaN,4,3,3,3,3,5,4,4,5,1,1,2,2,2,2,3,3,1,2,2,1,1,3,3,3,3,4,4,1,2,2,3,NA,1,NA,0,0.05263157894736842,0,NA,NA,1,NA,3.7777777777777777,2.4545454545454546,1.9090909090909092,5,4,3,3,4,5,5,5,5,1,1,3,3,3,3,3,2,2,2,2,1,1,3,3,3,3,3,3,2,3,3,1,30,1,NA,NA,0.05263157894736842,0,90,NA,1,NA,4.333333333333333,2.5454545454545454,2.272727272727273,4,3,3,3,3,4,4,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,3,4,NA,1,NA,NA,0.07894736842105263,0,NA,NA,1,NA,3.4444444444444446,2.5454545454545454,1.8181818181818181,3,3,3,3,3,4,4,4,4,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,4,NA,NA,30,NA,0.07894736842105263,0,NA,NA,1,NA,3.4444444444444446,2.090909090909091,1.9090909090909092,4,3,3,4,3,4,4,4,4,4,4,3,3,NA,NA,3,NA,NA,NA,NA,1,1,2,3,3,3,3,3,3,2,2,3,NA,2,NA,NA,0.23684210526315788,0.5454545454545454,NA,NA,1,NA,3.6666666666666665,2.3636363636363638,3.4
201594,47,Master/Diplom/Magister,7,2,5,2.6,2,1.8,NaN,90,NaN,2,3,2,2,2,2,2,2,3,1,1,2,2,2,2,2,1,1,1,1,1,1,4,4,4,4,3,2,1,1,1,2,NA,1,NA,0,0.05263157894736842,0,NA,NA,1,NA,2.2222222222222223,2.3636363636363638,1.4545454545454546,4,3,3,4,4,4,3,4,4,2,1,2,2,2,2,2,2,1,1,1,1,1,3,3,3,3,3,3,1,2,2,2,NA,NA,30,NA,0.07894736842105263,0,NA,NA,1,NA,3.6666666666666665,2.272727272727273,1.6363636363636365,2,2,2,2,4,2,2,2,2,1,1,3,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,3,1,3,3,2,NA,1,NA,NA,0.07894736842105263,0,NA,NA,1,NA,2.2222222222222223,2.4545454545454546,2.090909090909091,3,2,3,3,3,2,2,3,3,2,1,2,2,2,2,2,2,1,1,1,3,2,3,3,3,3,3,3,1,2,2,2,NA,NA,30,NA,0.07894736842105263,0,NA,NA,1,NA,2.6666666666666665,2.5454545454545454,1.6363636363636365,2,4,2,2,4,2,2,3,3,3,2,3,2,3,2,3,2,3,2,3,4,2,5,4,4,4,4,4,1,1,1,1,30,NA,30,NA,0.05263157894736842,0,90,NA,1,NA,2.6666666666666665,3.090909090909091,2.5454545454545454
204152,47,Master/Diplom/Magister,7,2,5,3,1,1.8,86.42857142857143,91.25,56.666666666666664,3,3,2,3,3,3,2,4,4,1,1,3,3,3,3,3,2,1,2,2,1,1,3,3,2,2,2,2,1,2,2,2,30,1,10,0,0,0,150,70,1,127.14285714285714,3,1.9090909090909092,2.1818181818181817,3,5,3,3,3,3,3,4,4,1,1,3,3,3,3,3,3,1,2,2,1,1,3,3,3,3,3,3,2,2,3,1,15,1,0,NA,0.02631578947368421,0,75,60,1,70.71428571428571,3.4444444444444446,2.4545454545454546,2.272727272727273,3,3,3,4,4,3,3,4,4,1,1,3,3,3,3,3,2,1,3,3,1,1,4,4,4,4,4,3,2,3,3,1,10,0,40,NA,0.02631578947368421,0,70,40,1,61.42857142857143,3.4444444444444446,3,2.3636363636363638,3,3,2,3,4,3,2,4,3,1,1,3,3,3,3,3,2,1,2,2,1,1,3,3,3,3,3,2,1,2,3,1,10,NA,NA,NA,0.07894736842105263,0,70,NA,1,NA,3,2.272727272727273,2.1818181818181817,3,4,2,4,3,3,3,4,4,5,5,3,3,3,3,3,4,5,4,4,1,1,2,3,3,3,3,2,1,2,3,NA,45,NA,30,NA,0.07894736842105263,0,NA,NA,1,NA,3.3333333333333335,2.1818181818181817,3.8181818181818183
